scoringTime,totalScore,meetStartup,mentorStartup,nominateNextRound,overallFeedback,judgeId,startupId,roundId,teamSection_rawAverage,teamSection_percentageScore,teamSection_weightedScore,teamSection_maxPoints,teamSection_feedback,teamSection_isSkipped,teamSection_individualScores_leadership,teamSection_individualScores_experience,teamSection_totalPossibleQuestions,teamSection_answeredQuestions,rawFormData_teamSection_scores_leadership,rawFormData_teamSection_scores_experience,rawFormData_teamSection_feedback,rawFormData_teamSection_isSkipped
2024-12-10T04:24:53.270372Z,63,True,True,False,Strong potential with innovative solution,829648,457817,630675,4.4,65,29,40,Solid team with diverse skills,False,4.0,3.1,2,2,4.0,3.1,Solid team with diverse skills,False
2024-11-14T04:24:53.270386Z,74,True,False,False,Promising startup with clear vision,969094,824174,567707,3.3,65,23,40,Promising team with growth potential,False,4.5,4.5,2,2,4.5,4.5,Promising team with growth potential,False
2024-11-12T04:24:53.270399Z,78,True,True,False,Strong potential with innovative solution,469510,601975,580633,5.0,73,24,40,Solid team with diverse skills,False,4.8,4.2,2,2,4.8,4.2,Solid team with diverse skills,False
2024-11-25T04:24:53.270412Z,75,False,False,False,Strong potential with innovative solution,443780,213597,554759,3.7,75,34,40,Experienced and innovative group,False,4.7,3.3,2,2,4.7,3.3,Experienced and innovative group,False
2024-12-05T04:24:53.270428Z,74,True,True,False,Strong potential with innovative solution,845398,906018,141571,3.1,84,22,40,Solid team with diverse skills,False,3.8,3.2,2,2,3.8,3.2,Solid team with diverse skills,False
2024-12-07T04:24:53.270442Z,71,False,True,False,Promising startup with clear vision,813520,210719,345880,3.9,80,30,40,Promising team with growth potential,False,4.8,3.9,2,2,4.8,3.9,Promising team with growth potential,False
2024-12-08T04:24:53.270456Z,69,False,True,False,Innovative approach with solid execution,931890,996238,160991,4.8,74,30,40,Promising team with growth potential,False,4.2,4.6,2,2,4.2,4.6,Promising team with growth potential,False
2024-11-24T04:24:53.270473Z,88,False,True,True,Promising startup with clear vision,163031,247200,468123,3.0,75,21,40,Promising team with growth potential,False,4.8,4.5,2,2,4.8,4.5,Promising team with growth potential,False
2024-11-20T04:24:53.270491Z,73,False,False,False,Promising startup with clear vision,504311,703682,134273,3.6,78,20,40,Strong leadership team,False,4.8,4.2,2,2,4.8,4.2,Strong leadership team,False
2024-12-12T04:24:53.270507Z,69,False,True,False,Strong potential with innovative solution,319582,431892,288863,4.3,61,21,40,Solid team with diverse skills,False,3.5,3.8,2,2,3.5,3.8,Solid team with diverse skills,False
2024-12-10T04:24:53.270523Z,89,True,False,True,Innovative approach with solid execution,436621,571943,766784,4.3,61,34,40,Strong leadership team,False,3.1,3.5,2,2,3.1,3.5,Strong leadership team,False
2024-12-07T04:24:53.270543Z,84,False,True,True,Promising startup with clear vision,527363,618344,121823,4.7,88,35,40,Experienced and innovative group,False,4.1,4.0,2,2,4.1,4.0,Experienced and innovative group,False
2024-12-07T04:24:53.270559Z,76,False,True,False,Demonstrating significant market potential,193587,873508,434653,3.6,70,29,40,Strong leadership team,False,4.6,3.5,2,2,4.6,3.5,Strong leadership team,False
2024-11-22T04:24:53.270574Z,79,True,True,False,Promising startup with clear vision,397410,851185,729735,3.6,87,31,40,Solid team with diverse skills,False,3.1,4.7,2,2,3.1,4.7,Solid team with diverse skills,False
2024-11-22T04:24:53.270587Z,87,True,True,True,Innovative approach with solid execution,536830,839167,670790,3.9,80,31,40,Strong leadership team,False,4.0,4.4,2,2,4.0,4.4,Strong leadership team,False
2024-11-12T04:24:53.270602Z,86,False,False,True,Strong potential with innovative solution,546298,319466,934895,3.2,82,25,40,Experienced and innovative group,False,3.5,4.0,2,2,3.5,4.0,Experienced and innovative group,False
2024-11-19T04:24:53.270615Z,78,True,True,False,Demonstrating significant market potential,904118,343462,903754,4.1,100,23,40,Promising team with growth potential,False,3.1,4.3,2,2,3.1,4.3,Promising team with growth potential,False
2024-12-03T04:24:53.270628Z,89,False,False,True,Strong potential with innovative solution,186511,866217,380617,3.1,89,27,40,Experienced and innovative group,False,3.9,4.0,2,2,3.9,4.0,Experienced and innovative group,False
2024-11-19T04:24:53.270642Z,95,True,False,True,Strong potential with innovative solution,648845,213474,190046,4.3,83,29,40,Promising team with growth potential,False,3.5,4.6,2,2,3.5,4.6,Promising team with growth potential,False
2024-11-14T04:24:53.270659Z,77,False,False,False,Promising startup with clear vision,550870,687650,414525,4.6,74,29,40,Strong leadership team,False,4.0,4.2,2,2,4.0,4.2,Strong leadership team,False
2024-11-23T04:24:53.270675Z,67,True,True,False,Innovative approach with solid execution,165380,388442,127775,4.1,70,34,40,Promising team with growth potential,False,4.4,4.6,2,2,4.4,4.6,Promising team with growth potential,False
2024-11-15T04:24:53.270690Z,80,False,False,False,Demonstrating significant market potential,660657,969384,108560,4.0,81,21,40,Promising team with growth potential,False,4.9,4.7,2,2,4.9,4.7,Promising team with growth potential,False
2024-11-29T04:24:53.270707Z,63,False,True,False,Strong potential with innovative solution,346365,210884,702278,4.7,66,34,40,Solid team with diverse skills,False,3.5,3.5,2,2,3.5,3.5,Solid team with diverse skills,False
2024-12-02T04:24:53.270725Z,75,True,False,False,Demonstrating significant market potential,778528,905989,233952,4.9,63,21,40,Promising team with growth potential,False,3.8,3.2,2,2,3.8,3.2,Promising team with growth potential,False
2024-11-27T04:24:53.270740Z,82,False,False,True,Strong potential with innovative solution,722100,269739,333369,3.1,68,24,40,Experienced and innovative group,False,4.9,4.2,2,2,4.9,4.2,Experienced and innovative group,False
2024-12-11T04:24:53.270755Z,88,True,True,True,Demonstrating significant market potential,718766,977215,297099,4.1,83,28,40,Experienced and innovative group,False,3.4,4.1,2,2,3.4,4.1,Experienced and innovative group,False
2024-11-18T04:24:53.270773Z,75,False,True,False,Innovative approach with solid execution,349319,796363,644663,3.9,70,33,40,Solid team with diverse skills,False,3.2,4.6,2,2,3.2,4.6,Solid team with diverse skills,False
2024-11-27T04:24:53.270787Z,90,True,True,True,Strong potential with innovative solution,230323,450245,780381,4.9,69,27,40,Strong leadership team,False,4.6,4.1,2,2,4.6,4.1,Strong leadership team,False
2024-11-12T04:24:53.270802Z,94,False,True,True,Strong potential with innovative solution,941227,371625,936136,4.8,99,33,40,Promising team with growth potential,False,4.2,3.9,2,2,4.2,3.9,Promising team with growth potential,False
2024-11-30T04:24:53.270831Z,81,False,True,True,Promising startup with clear vision,755236,756158,595753,4.3,73,28,40,Strong leadership team,False,4.7,4.6,2,2,4.7,4.6,Strong leadership team,False
2024-12-09T04:24:53.270848Z,85,False,True,True,Promising startup with clear vision,769377,740593,469895,3.9,72,35,40,Promising team with growth potential,False,4.4,4.0,2,2,4.4,4.0,Promising team with growth potential,False
2024-11-23T04:24:53.270865Z,63,True,True,False,Innovative approach with solid execution,971270,362636,808807,4.7,77,29,40,Strong leadership team,False,3.4,4.8,2,2,3.4,4.8,Strong leadership team,False
2024-11-12T04:24:53.270882Z,79,True,False,False,Demonstrating significant market potential,668084,187166,154639,3.7,86,32,40,Promising team with growth potential,False,3.2,5.0,2,2,3.2,5.0,Promising team with growth potential,False
2024-12-08T04:24:53.270901Z,82,False,False,True,Innovative approach with solid execution,401950,573319,130071,4.7,80,29,40,Experienced and innovative group,False,4.6,4.4,2,2,4.6,4.4,Experienced and innovative group,False
2024-11-24T04:24:53.270917Z,72,False,True,False,Innovative approach with solid execution,257347,934079,917261,3.2,76,28,40,Promising team with growth potential,False,3.0,3.8,2,2,3.0,3.8,Promising team with growth potential,False
2024-11-26T04:24:53.270934Z,79,False,False,False,Promising startup with clear vision,964400,650857,152986,4.1,97,30,40,Solid team with diverse skills,False,4.5,4.7,2,2,4.5,4.7,Solid team with diverse skills,False
2024-12-04T04:24:53.270953Z,93,False,True,True,Promising startup with clear vision,872355,507410,353617,3.8,78,25,40,Solid team with diverse skills,False,4.5,3.7,2,2,4.5,3.7,Solid team with diverse skills,False
2024-12-07T04:24:53.270970Z,81,True,False,True,Strong potential with innovative solution,414842,839207,203601,3.5,99,32,40,Experienced and innovative group,False,4.3,3.2,2,2,4.3,3.2,Experienced and innovative group,False
2024-11-26T04:24:53.270987Z,84,False,True,True,Innovative approach with solid execution,795885,693545,407075,4.5,95,27,40,Experienced and innovative group,False,3.8,3.7,2,2,3.8,3.7,Experienced and innovative group,False
2024-11-23T04:24:53.271006Z,88,False,True,True,Innovative approach with solid execution,788043,199646,498007,3.3,98,27,40,Strong leadership team,False,4.5,4.3,2,2,4.5,4.3,Strong leadership team,False
2024-11-13T04:24:53.271038Z,92,False,False,True,Demonstrating significant market potential,598958,342945,285014,4.5,67,21,40,Experienced and innovative group,False,4.3,4.9,2,2,4.3,4.9,Experienced and innovative group,False
2024-11-21T04:24:53.271055Z,75,False,True,False,Promising startup with clear vision,887977,722822,959977,3.8,77,33,40,Promising team with growth potential,False,3.2,4.4,2,2,3.2,4.4,Promising team with growth potential,False
2024-12-05T04:24:53.271074Z,66,True,False,False,Innovative approach with solid execution,539893,622981,796182,4.3,64,26,40,Solid team with diverse skills,False,4.9,3.4,2,2,4.9,3.4,Solid team with diverse skills,False
2024-11-25T04:24:53.271095Z,94,True,True,True,Innovative approach with solid execution,328432,754878,664282,3.6,61,30,40,Solid team with diverse skills,False,4.6,4.2,2,2,4.6,4.2,Solid team with diverse skills,False
2024-11-20T04:24:53.271115Z,68,False,True,False,Innovative approach with solid execution,777910,995035,883190,4.7,92,31,40,Solid team with diverse skills,False,3.2,3.1,2,2,3.2,3.1,Solid team with diverse skills,False
2024-12-10T04:24:53.271133Z,77,False,True,False,Innovative approach with solid execution,673145,928208,192300,3.3,78,25,40,Strong leadership team,False,3.5,4.5,2,2,3.5,4.5,Strong leadership team,False
2024-11-21T04:24:53.271152Z,78,False,True,False,Promising startup with clear vision,130146,973918,953730,4.0,98,35,40,Experienced and innovative group,False,3.7,4.5,2,2,3.7,4.5,Experienced and innovative group,False
2024-12-07T04:24:53.271170Z,77,True,True,False,Promising startup with clear vision,582786,234067,637912,4.9,100,22,40,Promising team with growth potential,False,4.7,4.2,2,2,4.7,4.2,Promising team with growth potential,False
2024-11-30T04:24:53.271187Z,66,False,True,False,Strong potential with innovative solution,850808,893520,765816,3.6,87,28,40,Experienced and innovative group,False,3.5,3.4,2,2,3.5,3.4,Experienced and innovative group,False
2024-12-04T04:24:53.271204Z,90,False,True,True,Innovative approach with solid execution,465261,891754,828477,4.6,83,24,40,Solid team with diverse skills,False,4.7,4.0,2,2,4.7,4.0,Solid team with diverse skills,False
2024-12-01T04:24:53.271221Z,69,True,True,False,Demonstrating significant market potential,123340,789389,563504,3.9,87,33,40,Strong leadership team,False,4.0,3.9,2,2,4.0,3.9,Strong leadership team,False
2024-12-08T04:24:53.271246Z,66,False,True,False,Promising startup with clear vision,851999,959615,110965,4.5,94,34,40,Strong leadership team,False,4.3,3.4,2,2,4.3,3.4,Strong leadership team,False
2024-11-19T04:24:53.271261Z,89,True,True,True,Promising startup with clear vision,541559,535011,487873,4.0,84,23,40,Strong leadership team,False,4.3,4.1,2,2,4.3,4.1,Strong leadership team,False
2024-11-13T04:24:53.271277Z,69,True,True,False,Strong potential with innovative solution,483499,536408,979038,3.6,63,20,40,Strong leadership team,False,3.3,5.0,2,2,3.3,5.0,Strong leadership team,False
2024-12-11T04:24:53.271296Z,60,False,False,False,Promising startup with clear vision,685319,845009,175652,3.0,99,24,40,Strong leadership team,False,3.7,4.6,2,2,3.7,4.6,Strong leadership team,False
2024-11-14T04:24:53.271314Z,83,False,True,True,Innovative approach with solid execution,218276,657904,102856,3.8,72,25,40,Promising team with growth potential,False,3.5,3.9,2,2,3.5,3.9,Promising team with growth potential,False
2024-11-30T04:24:53.271329Z,72,True,True,False,Strong potential with innovative solution,715301,703690,430997,3.8,88,25,40,Solid team with diverse skills,False,3.6,4.2,2,2,3.6,4.2,Solid team with diverse skills,False
2024-11-26T04:24:53.271347Z,86,False,False,True,Strong potential with innovative solution,537948,280484,646405,4.9,71,28,40,Strong leadership team,False,3.4,4.7,2,2,3.4,4.7,Strong leadership team,False
2024-11-18T04:24:53.271362Z,73,True,True,False,Innovative approach with solid execution,591952,508911,539278,3.8,81,30,40,Promising team with growth potential,False,4.5,3.8,2,2,4.5,3.8,Promising team with growth potential,False
2024-11-30T04:24:53.271376Z,73,False,True,False,Promising startup with clear vision,172195,351161,934153,4.6,91,32,40,Solid team with diverse skills,False,3.6,3.3,2,2,3.6,3.3,Solid team with diverse skills,False
2024-11-28T04:24:53.271392Z,77,True,True,False,Strong potential with innovative solution,681721,725053,206003,4.4,100,21,40,Promising team with growth potential,False,3.4,3.4,2,2,3.4,3.4,Promising team with growth potential,False
2024-11-14T04:24:53.271413Z,95,False,True,True,Innovative approach with solid execution,400257,488523,287464,4.7,92,21,40,Strong leadership team,False,4.1,3.1,2,2,4.1,3.1,Strong leadership team,False
2024-11-30T04:24:53.271430Z,60,True,False,False,Demonstrating significant market potential,999083,800063,754554,3.1,99,34,40,Strong leadership team,False,3.2,4.5,2,2,3.2,4.5,Strong leadership team,False
2024-11-18T04:24:53.271447Z,93,False,True,True,Promising startup with clear vision,647617,888931,773133,4.9,88,34,40,Solid team with diverse skills,False,3.6,3.7,2,2,3.6,3.7,Solid team with diverse skills,False
2024-11-27T04:24:53.271461Z,91,False,False,True,Promising startup with clear vision,939304,510888,793770,3.4,83,31,40,Solid team with diverse skills,False,3.8,4.1,2,2,3.8,4.1,Solid team with diverse skills,False
2024-11-18T04:24:53.271480Z,85,False,True,True,Demonstrating significant market potential,253311,247095,560104,3.7,81,27,40,Promising team with growth potential,False,4.4,4.2,2,2,4.4,4.2,Promising team with growth potential,False
2024-11-30T04:24:53.271496Z,95,True,False,True,Strong potential with innovative solution,662318,820109,288470,3.1,82,23,40,Promising team with growth potential,False,3.6,4.0,2,2,3.6,4.0,Promising team with growth potential,False
2024-12-03T04:24:53.271514Z,62,False,True,False,Strong potential with innovative solution,469182,662453,505272,3.9,67,34,40,Strong leadership team,False,3.3,4.2,2,2,3.3,4.2,Strong leadership team,False
2024-12-07T04:24:53.271527Z,61,False,False,False,Promising startup with clear vision,104209,649773,616353,3.7,64,33,40,Strong leadership team,False,4.6,3.5,2,2,4.6,3.5,Strong leadership team,False
2024-11-17T04:24:53.271540Z,74,False,False,False,Promising startup with clear vision,150210,387052,567658,4.1,81,32,40,Promising team with growth potential,False,3.6,3.7,2,2,3.6,3.7,Promising team with growth potential,False
2024-12-04T04:24:53.271554Z,72,True,False,False,Demonstrating significant market potential,242348,692468,535487,3.8,78,27,40,Promising team with growth potential,False,4.7,4.0,2,2,4.7,4.0,Promising team with growth potential,False
2024-11-13T04:24:53.271571Z,84,True,True,True,Innovative approach with solid execution,614545,285110,211996,4.3,92,23,40,Solid team with diverse skills,False,4.6,4.2,2,2,4.6,4.2,Solid team with diverse skills,False
2024-11-13T04:24:53.271584Z,81,False,False,True,Strong potential with innovative solution,924742,849051,624876,4.7,90,24,40,Solid team with diverse skills,False,4.8,4.4,2,2,4.8,4.4,Solid team with diverse skills,False
2024-12-07T04:24:53.271598Z,66,True,True,False,Demonstrating significant market potential,244381,223683,407997,3.9,99,23,40,Experienced and innovative group,False,3.4,3.1,2,2,3.4,3.1,Experienced and innovative group,False
2024-11-23T04:24:53.271610Z,88,True,True,True,Demonstrating significant market potential,292240,383365,474798,3.1,63,27,40,Promising team with growth potential,False,4.6,3.9,2,2,4.6,3.9,Promising team with growth potential,False
2024-11-14T04:24:53.271626Z,76,False,False,False,Demonstrating significant market potential,764484,349502,770964,4.6,60,32,40,Experienced and innovative group,False,3.7,3.9,2,2,3.7,3.9,Experienced and innovative group,False
2024-11-26T04:24:53.271639Z,84,False,True,True,Promising startup with clear vision,749548,874797,919086,4.2,60,23,40,Solid team with diverse skills,False,4.4,3.3,2,2,4.4,3.3,Solid team with diverse skills,False
2024-11-27T04:24:53.271651Z,77,True,False,False,Demonstrating significant market potential,775336,855312,174981,4.4,92,27,40,Strong leadership team,False,4.5,4.0,2,2,4.5,4.0,Strong leadership team,False
2024-11-21T04:24:53.271666Z,66,False,True,False,Promising startup with clear vision,638134,822429,243584,3.5,67,23,40,Strong leadership team,False,4.0,4.9,2,2,4.0,4.9,Strong leadership team,False
2024-11-14T04:24:53.271679Z,86,False,False,True,Innovative approach with solid execution,616925,864015,730216,4.9,97,27,40,Strong leadership team,False,4.3,4.8,2,2,4.3,4.8,Strong leadership team,False
2024-11-27T04:24:53.271693Z,86,False,True,True,Demonstrating significant market potential,144516,755404,822718,3.0,70,23,40,Strong leadership team,False,3.9,3.3,2,2,3.9,3.3,Strong leadership team,False
2024-11-24T04:24:53.271706Z,79,False,False,False,Innovative approach with solid execution,820961,324099,437352,4.6,70,26,40,Solid team with diverse skills,False,3.1,3.0,2,2,3.1,3.0,Solid team with diverse skills,False
2024-11-18T04:24:53.271723Z,80,True,True,False,Strong potential with innovative solution,973080,374984,436345,4.4,92,25,40,Solid team with diverse skills,False,4.3,4.8,2,2,4.3,4.8,Solid team with diverse skills,False
2024-12-08T04:24:53.271738Z,67,False,False,False,Innovative approach with solid execution,208931,738541,534789,4.2,64,29,40,Strong leadership team,False,4.9,3.3,2,2,4.9,3.3,Strong leadership team,False
2024-11-28T04:24:53.271753Z,75,False,False,False,Innovative approach with solid execution,309228,231150,477198,3.8,76,22,40,Promising team with growth potential,False,4.9,3.4,2,2,4.9,3.4,Promising team with growth potential,False
2024-12-05T04:24:53.271768Z,68,True,True,False,Demonstrating significant market potential,655745,812853,996210,3.6,72,22,40,Solid team with diverse skills,False,4.6,4.7,2,2,4.6,4.7,Solid team with diverse skills,False
2024-12-11T04:24:53.271786Z,70,True,False,False,Demonstrating significant market potential,983315,760947,249864,4.7,94,23,40,Strong leadership team,False,3.0,4.8,2,2,3.0,4.8,Strong leadership team,False
2024-11-22T04:24:53.271804Z,80,False,True,False,Demonstrating significant market potential,603026,646495,675292,3.3,71,35,40,Strong leadership team,False,3.7,3.4,2,2,3.7,3.4,Strong leadership team,False
2024-12-11T04:24:53.271823Z,70,True,True,False,Demonstrating significant market potential,827606,886475,103836,3.4,84,27,40,Promising team with growth potential,False,4.3,3.2,2,2,4.3,3.2,Promising team with growth potential,False
2024-12-10T04:24:53.271839Z,78,False,True,False,Strong potential with innovative solution,334906,469001,254298,4.3,83,23,40,Promising team with growth potential,False,4.1,4.0,2,2,4.1,4.0,Promising team with growth potential,False
2024-11-15T04:24:53.271854Z,90,False,True,True,Strong potential with innovative solution,945658,373881,642529,3.9,67,35,40,Promising team with growth potential,False,4.7,4.7,2,2,4.7,4.7,Promising team with growth potential,False
2024-11-26T04:24:53.271869Z,70,False,False,False,Promising startup with clear vision,669769,985307,303563,4.4,88,22,40,Solid team with diverse skills,False,3.7,4.6,2,2,3.7,4.6,Solid team with diverse skills,False
2024-12-08T04:24:53.271885Z,67,True,False,False,Demonstrating significant market potential,761297,443230,731137,4.7,88,28,40,Solid team with diverse skills,False,4.4,3.5,2,2,4.4,3.5,Solid team with diverse skills,False
